exp,lg,nm,pfm,sea
60.620031086932705,Ligue 1,Olympique de Marseille,-0.6200310869327035,13/14
40.27947856219616,Ligue 1,FC Sochaux-Montbéliard,-0.27947856219616085,13/14
42.87729320057531,Ligue 1,Valenciennes FC,-13.87729320057532,13/14
60.99539009230371,Ligue 1,AS Saint-Étienne,8.004609907696281,13/14
51.86303130504655,Ligue 1,Montpellier Hérault SC,-9.863031305046553,13/14
32.80620758076712,Ligue 1,AC Ajaccio,-9.806207580767122,13/14
42.77981592957193,Ligue 1,Évian Thonon Gaillard FC,1.2201840704280704,13/14
42.915177553863046,Ligue 1,Stade de Reims,5.0848224461369504,13/14
42.582809104520095,Ligue 1,SC Bastia,3.4171908954798997,13/14
45.72116896261328,Ligue 1,En Avant de Guingamp,-3.721168962613275,13/14
92.63781836850657,Bundesliga,FC Bayern Munich,7.950416925611074,13/14
45.17046455540368,Bundesliga,Hamburger SV,-14.993993967168388,13/14
65.08731684173576,Bundesliga,Bayer 04 Leverkusen,3.0891537464995396,13/14
80.40279513102642,Bundesliga,Borussia Dortmund,-1.0498539545558425,13/14
59.10089505629557,Bundesliga,FC Schalke 04,12.428516708410307,13/14
43.78296188377937,Bundesliga,Hannover 96,3.158214586808862,13/14
56.120694866883284,Bundesliga,VfL Wolfsburg,10.93812866252849,13/14
47.55080083646553,Bundesliga,Eintracht Frankfurt,-7.315506718818463,13/14
49.366210269924586,Bundesliga,Hertha BSC Berlin,-3.5426808581598745,13/14
40.2522315155512,Bundesliga,SV Werder Bremen,3.336003778566434,13/14
49.06810054321375,Bundesliga,TSG 1899 Hoffenheim,0.108370045021533,13/14
54.68748309846318,Bundesliga,Borussia Mönchengladbach,6.7831051368309385,13/14
48.72446940036325,Bundesliga,VfB Stuttgart,-12.959763518010323,13/14
38.572571704025215,Bundesliga,SC Freiburg,1.6627224136218473,13/14
40.733905481715645,Bundesliga,1. FC Nürnberg,-11.675081952303884,13/14
47.93969566675269,Bundesliga,1. FSV Mainz 05,11.295598450894364,13/14
50.49230343450211,Bundesliga,FC Augsburg,7.625343624321415,13/14
33.62552222005108,Bundesliga,Eintracht Braunschweig,-5.68434574946285,13/14
43.38928847272026,Serie A,Atalanta,6.610711527279742,13/14
43.94252295867656,Serie A,Cagliari,-4.9425229586765695,13/14
56.53130354964483,Serie A,Lazio,-0.5313035496448348,13/14
40.679966480695,Serie A,Catania,-8.679966480694997,13/14
41.319167138882435,Serie A,Genoa,2.680832861117566,13/14
41.785122945175644,Serie A,Chievo Verona,-5.785122945175651,13/14
61.45055729786772,Serie A,Fiorentina,3.549442702132286,13/14
82.55932782131337,Serie A,Juventus,19.440672178686622,13/14
66.51454679491687,Serie A,Milan,-9.51454679491686,13/14
40.86585003048446,Serie A,Bologna,-11.865850030484463,13/14
72.19043932721647,Serie A,Roma,12.80956067278353,13/14
70.36382584936642,Serie A,Napoli,7.636174150633584,13/14
44.03470415892043,Serie A,Sampdoria,0.9652958410795724,13/14
64.15621126258716,Serie A,Inter,-4.156211262587168,13/14
49.16537924432675,Serie A,Torino,7.834620755673249,13/14
50.681944057470304,Serie A,Udinese,-6.6819440574703055,13/14
36.37906617628268,Serie A,Livorno,-11.379066176282667,13/14
53.009756996539416,Serie A,Parma,4.990243003460587,13/14
43.63684991934157,Serie A,Hellas Verona,10.36315008065843,13/14
38.64669434927862,Serie A,Sassuolo,-4.646694349278619,13/14
57.70085673416008,La Liga,Valencia CF,-8.70085673416009,13/14
41.287476012943294,La Liga,CA Osasuna,-2.2874760129432943,13/14
58.27396103137234,La Liga,Villarreal CF,0.7260389686276693,13/14
88.86900494098074,La Liga,Real Madrid CF,-1.8690049409807574,13/14
91.48049764027138,La Liga,FC Barcelona,-4.480497640271377,13/14
57.37797949212252,La Liga,Sevilla FC,5.62202050787748,13/14
42.92037907698451,La Liga,Getafe CF,-0.9203790769845093,13/14
43.13708308892866,La Liga,Real Betis Balompié,-18.137083088928662,13/14
47.52977996857261,La Liga,RCD Espanyol,-5.52977996857262,13/14
41.36270305177537,La Liga,Real Valladolid,-5.362703051775361,13/14
57.87931167275525,La Liga,Athletic Club de Bilbao,12.120688327244743,13/14
39.1188709186473,La Liga,UD Almería,0.8811290813527023,13/14
78.10011959963772,La Liga,Atlético Madrid,11.899880400362271,13/14
44.82698952604657,La Liga,Málaga CF,0.17301047395342328,13/14
37.41469989718841,La Liga,Levante UD,10.58530010281159,13/14
55.0672472381042,La Liga,Real Sociedad,3.9327527618957974,13/14
41.37628696275958,La Liga,Granada CF,-0.3762869627595715,13/14
40.3325620538196,La Liga,Rayo Vallecano,2.667437946180404,13/14
44.22940635112635,La Liga,RC Celta de Vigo,4.770593648873641,13/14
40.49671608716451,La Liga,Elche CF,-0.49671608716451665,13/14
70.82475915463783,Premier League,Manchester United,-0.8247591546378343,14/15
44.41728342610426,Premier League,Newcastle United,-5.417283426104261,14/15
71.87986666599292,Premier League,Arsenal,3.1201333340070754,14/15
43.15644775029456,Premier League,West Bromwich Albion,0.8435522497054442,14/15
39.087733664156374,Premier League,Sunderland,-1.0877336641563735,14/15
67.12640340480817,Premier League,Liverpool,-5.126403404808183,14/15
45.49534597807815,Premier League,West Ham United,1.5046540219218532,14/15
39.08729870932743,Premier League,Aston Villa,-1.087298709327426,14/15
78.61947111246809,Premier League,Manchester City,0.3805288875318986,14/15
55.94915213270663,Premier League,Everton,-8.949152132706622,14/15
58.2553798852238,Premier League,Tottenham Hotspur,5.744620114776191,14/15
46.317664516641514,Premier League,Stoke City,7.682335483358483,14/15
40.368994830545574,Premier League,Hull City,-5.368994830545568,14/15
80.0115923852774,Premier League,Chelsea,6.988407614722598,14/15
36.42479942337645,Premier League,Burnley,-3.424799423376454,14/15
47.799949486499315,Premier League,Swansea City,8.200050513500685,14/15
35.67026323683542,Premier League,Queens Park Rangers,-5.670263236835423,14/15
59.180794229792255,Premier League,Southampton,0.8192057702077391,14/15
41.56237362542049,Premier League,Crystal Palace,6.4376263745795175,14/15
42.82989065105417,Premier League,Leicester City,-1.8298906510541688,14/15
47.835451618593424,Ligue 1,FC Nantes,-2.835451618593428,14/15
54.97881651954572,Ligue 1,Girondins de Bordeaux,8.021183480454278,14/15
45.788936745185524,Ligue 1,SM Caen,0.21106325481447244,14/15
44.695010676288376,Ligue 1,OGC Nice,3.304989323711625,14/15
46.713384232319385,Ligue 1,FC Lorient,-3.7133842323193855,14/15
63.759845663231204,Ligue 1,Olympique Lyonnais,11.240154336768807,14/15
50.73470536746914,Ligue 1,Toulouse FC,-8.734705367469145,14/15
65.64426437490647,Ligue 1,AS Monaco,5.3557356250935335,14/15
84.14770274424737,Ligue 1,Paris Saint-Germain,-1.1477027442473648,14/15
56.468129644826725,Ligue 1,LOSC Lille,-0.4681296448267229,14/15
48.73814591474887,Ligue 1,Stade Rennais FC,1.2618540852511368,14/15
68.35870379008095,Ligue 1,Olympique de Marseille,0.6412962099190499,14/15
61.67054857542384,Ligue 1,AS Saint-Étienne,7.329451424576156,14/15
38.52645695342275,Ligue 1,RC Lens,-9.526456953422755,14/15
49.198552321147105,Ligue 1,Montpellier Hérault SC,6.801447678852894,14/15
40.506494097465584,Ligue 1,Évian Thonon Gaillard FC,-3.5064940974655854,14/15
40.32632879032888,Ligue 1,Stade de Reims,3.6736712096711264,14/15
41.38501066542548,Ligue 1,SC Bastia,5.614989334574521,14/15
44.87007594377021,Ligue 1,En Avant de Guingamp,4.129924056229788,14/15
41.26432664542154,Ligue 1,FC Metz,-11.264326645421537,14/15
90.80801514614268,Bundesliga,FC Bayern Munich,-2.5138974990838676,14/15
43.2009181322143,Bundesliga,Hamburger SV,-4.083271073390765,14/15
68.49239088004015,Bundesliga,Bayer 04 Leverkusen,-0.31592029180485187,14/15
75.44286374654716,Bundesliga,Borussia Dortmund,-24.031099040664806,14/15
52.55818298191863,Bundesliga,FC Schalke 04,1.0888758416107842,14/15
44.370215982975836,Bundesliga,Hannover 96,-3.017274806505238,14/15
64.7112282237829,Bundesliga,VfL Wolfsburg,12.406418835040645,14/15
44.3660775975097,Bundesliga,1. FC Köln,0.3398047554314807,14/15
44.1259713902313,Bundesliga,Eintracht Frankfurt,3.9328521391804756,14/15
42.769427314096546,Bundesliga,Hertha BSC Berlin,-3.6517802552730165,14/15
41.01208396756252,Bundesliga,SV Werder Bremen,7.046739561849253,14/15
52.55269400424947,Bundesliga,TSG 1899 Hoffenheim,-3.3762234160141755,14/15
58.71196088408916,Bundesliga,Borussia Mönchengladbach,15.052744998263785,14/15
46.40809599680002,Bundesliga,VfB Stuttgart,-6.172801879152958,14/15
40.45647229778339,Bundesliga,SC Freiburg,-2.456472297783392,14/15
46.473223126114306,Bundesliga,1. FSV Mainz 05,-1.767340773173129,14/15
49.203470288204734,Bundesliga,FC Augsburg,5.561235594148211,14/15
36.54863320020019,Bundesliga,SC Paderborn 07,-1.9015743766707758,14/15
43.400723061742305,Serie A,Atalanta,-6.400723061742305,14/15
43.62509294467428,Serie A,Cagliari,-9.625092944674273,14/15
64.83099561819145,Serie A,Lazio,2.9527881655923314,14/15
47.3070463406868,Serie A,Genoa,11.692953659313194,14/15
40.61101336299657,Serie A,Chievo Verona,2.388986637003428,14/15
63.2534327624595,Serie A,Fiorentina,0.7465672375404937,14/15
78.8030256456997,Serie A,Juventus,8.196974354300284,14/15
58.50069397352642,Serie A,Milan,-6.500693973526417,14/15
69.98380357746684,Serie A,Roma,0.01619642253315412,14/15
70.90241873990455,Serie A,Napoli,-6.199716037201844,14/15
51.70684057333199,Serie A,Sampdoria,4.293159426668007,14/15
63.291473521357105,Serie A,Inter,-8.2914735213571,14/15
52.92055255767092,Serie A,Torino,1.0794474423290736,14/15
45.94629277559081,Serie A,Udinese,-4.946292775590811,14/15
47.07303136150912,Serie A,Palermo,1.9269686384908717,14/15
38.48118768114463,Serie A,Parma,-12.481187681144636,14/15
30.709463697533977,Serie A,Cesena,-6.709463697533975,14/15
41.75864848717769,Serie A,Hellas Verona,4.241351512822302,14/15
42.99147769167945,Serie A,Sassuolo,6.008522308320547,14/15
44.95110387133917,Serie A,Empoli,-2.9511038713391713,14/15
63.08997108762089,La Liga,Valencia CF,13.910028912379113,14/15
61.176423529233524,La Liga,Villarreal CF,-1.1764235292335234,14/15
39.04776048528119,La Liga,RC Deportivo de La Coruña,-4.047760485281187,14/15
89.98665100942877,La Liga,Real Madrid CF,2.013348990571237,14/15
92.79353360276103,La Liga,FC Barcelona,1.2064663972389624,14/15
63.256680755282616,La Liga,Sevilla FC,12.743319244717386,14/15
40.567857827014564,La Liga,Getafe CF,-3.567857827014572,14/15
47.949492041950364,La Liga,RCD Espanyol,1.0505079580496297,14/15
55.81573027084837,La Liga,Athletic Club de Bilbao,-0.815730270848372,14/15
36.82564540292405,La Liga,UD Almería,-4.825645402924051,14/15
74.45366689545133,La Liga,Atlético Madrid,3.546333104548679,14/15
50.56015088116942,La Liga,Málaga CF,-0.5601508811694174,14/15
35.81662049099689,La Liga,Levante UD,1.1833795090031045,14/15
48.67641623489454,La Liga,Real Sociedad,-2.6764162348945355,14/15
40.866503918887325,La Liga,Granada CF,-5.866503918887323,14/15
44.479210498342496,La Liga,Rayo Vallecano,4.520789501657507,14/15
53.988704281077005,La Liga,RC Celta de Vigo,-2.988704281077002,14/15
37.393559002811465,La Liga,Elche CF,3.606440997188537,14/15
38.58493151203815,La Liga,SD Eibar,-3.5849315120381475,14/15
33.01695636345506,La Liga,Córdoba CF,-13.016956363455058,14/15
65.95404656233427,Premier League,Manchester United,0.04595343766572224,15/16
40.648218401979385,Premier League,Newcastle United,-3.6482184019793813,15/16
74.00438094073961,Premier League,Arsenal,-3.0043809407396176,15/16
38.89043820653822,Premier League,West Bromwich Albion,4.109561793461774,15/16
37.13071498168549,Premier League,Sunderland,1.8692850183145022,15/16
64.11593740273351,Premier League,Liverpool,-4.115937402733502,15/16
46.62426489841701,Premier League,West Ham United,15.375735101582988,15/16
34.49457356923132,Premier League,Aston Villa,-17.494573569231317,15/16
75.89337027955256,Premier League,Manchester City,-9.893370279552546,15/16
53.68821967769969,Premier League,Everton,-6.688219677699697,15/16
65.0238817213587,Premier League,Tottenham Hotspur,4.976118278641292,15/16
44.50034730699275,Premier League,Stoke City,6.499652693007247,15/16
67.63458778457257,Premier League,Chelsea,-17.63458778457258,15/16
45.362852921100455,Premier League,Swansea City,1.637147078899547,15/16
41.876269392442424,Premier League,Norwich City,-7.876269392442426,15/16
57.99422503101471,Premier League,Southampton,5.0057749689853015,15/16
46.056944487818846,Premier League,Crystal Palace,-4.056944487818851,15/16
53.262275297939865,Premier League,Leicester City,27.73772470206013,15/16
46.92491708261359,Premier League,Bournemouth,-4.924917082613582,15/16
42.03985057939895,Premier League,Watford,2.960149420601048,15/16
48.036289784421776,Ligue 1,FC Nantes,0.23398048584849068,15/16
53.91942329833173,Ligue 1,Girondins de Bordeaux,-3.9194232983317328,15/16
48.18111488669005,Ligue 1,SM Caen,5.818885113309955,15/16
50.12227600750096,Ligue 1,OGC Nice,12.877723992499037,15/16
45.545967648153955,Ligue 1,FC Lorient,0.45403235184603874,15/16
65.56582210262435,Ligue 1,Olympique Lyonnais,-0.5658221026243515,15/16
50.54315115531443,Ligue 1,Toulouse FC,-10.54315115531444,15/16
61.42990339302908,Ligue 1,AS Monaco,3.5700966069709184,15/16
86.7087495382959,Ligue 1,Paris Saint-Germain,9.291250461704092,15/16
56.16266401277682,Ligue 1,LOSC Lille,3.837335987223179,15/16
51.51452446296216,Ligue 1,Stade Rennais FC,0.4854755370378454,15/16
62.29631888517983,Ligue 1,Olympique de Marseille,-14.02604861490956,15/16
56.70780494743119,Ligue 1,AS Saint-Étienne,1.292195052568804,15/16
49.053549779962864,Ligue 1,Montpellier Hérault SC,-0.053549779962871025,15/16
45.58918677111483,Ligue 1,Stade de Reims,-6.589186771114832,15/16
40.24547898448654,Ligue 1,SC Bastia,9.754521015513467,15/16
34.1417838865106,Ligue 1,ES Troyes AC,-16.1417838865106,15/16
46.39129329740945,Ligue 1,En Avant de Guingamp,-2.3912932974094456,15/16
42.46036006317002,Ligue 1,Angers SCO,7.539639936829979,15/16
40.49171770332283,Ligue 1,GFC Ajaccio,-3.4917177033228324,15/16
93.77326983868504,Bundesliga,FC Bayern Munich,4.579671337785546,15/16
42.58768334359098,Bundesliga,Hamburger SV,3.2358460681737244,15/16
65.77306195092568,Bundesliga,Bayer 04 Leverkusen,1.2857615784860699,15/16
82.09558515816073,Bundesliga,Borussia Dortmund,5.080885430074552,15/16
55.1553003944164,Bundesliga,FC Schalke 04,2.9623466644071392,15/16
35.834149273349546,Bundesliga,Hannover 96,-7.892972802761314,15/16
60.27774682168224,Bundesliga,VfL Wolfsburg,-9.983629174623411,15/16
46.87261007228037,Bundesliga,1. FC Köln,1.1862134571313967,15/16
42.973503453916756,Bundesliga,Eintracht Frankfurt,-2.738209336269702,15/16
46.61278526800046,Bundesliga,Hertha BSC Berlin,9.269567673176015,15/16
44.71106147320956,Bundesliga,SV Werder Bremen,-2.24047323791544,15/16
44.673437560345164,Bundesliga,TSG 1899 Hoffenheim,-3.320496383874571,15/16
57.60522193048675,Bundesliga,Borussia Mönchengladbach,3.86536630480736,15/16
51.36377053619349,Bundesliga,VfB Stuttgart,-14.481417595017025,15/16
47.60299142775413,Bundesliga,1. FSV Mainz 05,8.279361513422343,15/16
45.91228109807521,Bundesliga,FC Augsburg,-3.4416928627810894,15/16
42.01368245653491,Bundesliga,FC Ingolstadt 04,2.692199896406271,15/16
36.28836179453776,Bundesliga,SV Darmstadt 98,6.182226440756357,15/16
44.43973253686688,Serie A,Atalanta,0.5602674631331253,15/16
59.56477608986155,Serie A,Lazio,-5.564776089861559,15/16
47.97167882744167,Serie A,Genoa,-1.971678827441675,15/16
42.69944956918721,Serie A,Chievo Verona,7.300550430812793,15/16
63.34558977377281,Serie A,Fiorentina,0.6544102262271982,15/16
78.86956208093324,Serie A,Juventus,12.130437919066752,15/16
61.96361615780742,Serie A,Milan,-4.963616157807424,15/16
41.3547385165224,Serie A,Bologna,0.6452614834775945,15/16
70.58418543695296,Serie A,Roma,9.415814563047023,15/16
79.18828920721893,Serie A,Napoli,2.8117107927810645,15/16
44.55308141473402,Serie A,Sampdoria,-4.55308141473402,15/16
65.16020448673615,Serie A,Inter,1.839795513263864,15/16
53.7024208132098,Serie A,Torino,-8.702420813209802,15/16
44.67958604120713,Serie A,Udinese,-5.679586041207136,15/16
42.25930219161326,Serie A,Palermo,-3.259302191613254,15/16
37.653004991990294,Serie A,Hellas Verona,-9.653004991990297,15/16
49.4891088485301,Serie A,Sassuolo,11.510891151469899,15/16
45.500218361060256,Serie A,Empoli,0.49978163893974603,15/16
30.695905900382215,Serie A,Frosinone,0.3040940996177852,15/16
37.77345117452178,Serie A,Carpi,0.22654882547821775,15/16
54.15065842896502,La Liga,Valencia CF,-10.150658428965025,15/16
55.287643167252455,La Liga,Villarreal CF,8.712356832747545,15/16
44.37591364975629,La Liga,RC Deportivo de La Coruña,-2.3759136497562965,15/16
86.8846499162693,La Liga,Real Madrid CF,3.1153500837307,15/16
93.28087707925678,La Liga,FC Barcelona,-2.2808770792567823,15/16
60.730732371842336,La Liga,Sevilla FC,-8.730732371842336,15/16
39.97983776568246,La Liga,Real Sporting de Gijón,-0.9798377656824605,15/16
40.70970194162102,La Liga,Getafe CF,-4.7097019416210255,15/16
39.72862222946595,La Liga,Real Betis Balompié,5.27137777053405,15/16
42.552594900696164,La Liga,RCD Espanyol,0.44740509930383254,15/16
59.630151878484966,La Liga,Athletic Club de Bilbao,2.3698481215150284,15/16
75.1422718962396,La Liga,Atlético Madrid,12.857728103760383,15/16
47.37125049304606,La Liga,Málaga CF,0.6287495069539354,15/16
37.39550503894988,La Liga,Levante UD,-5.395505038949881,15/16
49.64085480968979,La Liga,Real Sociedad,-1.6408548096898032,15/16
39.6454085128911,La Liga,Granada CF,-0.6454085128911045,15/16
43.038934489073775,La Liga,Rayo Vallecano,-5.038934489073778,15/16
55.93797524976141,La Liga,RC Celta de Vigo,4.062024750238589,15/16
41.84439082652008,La Liga,SD Eibar,1.1556091734799254,15/16
39.96255216607115,La Liga,UD Las Palmas,4.037447833928855,15/16
